,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
138,0.296,2018-06-26 16:14:42+00:00,0.455,0.2,0.345,"""Jurassic World"" star Chris Pratt surprises charity screening benefitting kids with cancer https://t.co/Q2QERry5TR https://t.co/1HNV3iwoCX",39,@cbsnews
139,0.557,2018-06-26 15:30:06+00:00,0.825,0.0,0.175,WATCH LIVE: The Council on American–Islamic Relations is holding a press conference to react to the Supreme Court's… https://t.co/7yQgYZNFEt,40,@cbsnews
140,0.0,2018-06-26 15:23:25+00:00,1.0,0.0,0.0,WATCH: Vice President Mike Pence is meeting with the president of Brazil; the leaders are expected to discuss immig… https://t.co/fk5VSnM0jV,41,@cbsnews
141,-0.67,2018-06-26 14:59:35+00:00,0.78,0.22,0.0,Second shooting at California state park where dad was killed while camping with his young daughters… https://t.co/Xenquvq7S7,42,@cbsnews
142,-0.477,2018-06-26 14:52:03+00:00,0.846,0.154,0.0,"""We are disappointed to hear about today's ruling,"" says Harris Zafar, a spokesman for the Ahmadiyya Muslim Communi… https://t.co/YOdIeljqHe",43,@cbsnews
143,0.0,2018-06-26 14:46:15+00:00,0.625,0.188,0.188,"NEW: President Trump tweets after Supreme Court upholds his administration's travel ban: ""Wow!""… https://t.co/WpRSSBnz30",44,@cbsnews
144,0.273,2018-06-26 14:34:03+00:00,0.659,0.132,0.209,"""I don't think this decision is a surprise. The Supreme Court in December allowed the travel ban to take effect, wh… https://t.co/O4oSYgTAfq",45,@cbsnews
145,0.557,2018-06-26 14:29:27+00:00,0.833,0.0,0.167,"The White House has not yet reacted officially to the Supreme Court's decision on President Trump's travel ban,… https://t.co/duXnPT45Kr",46,@cbsnews
146,0.557,2018-06-26 14:27:24+00:00,0.841,0.0,0.159,The Supreme Court “is saying that presidents get that deference and this decision signals that they will not carve… https://t.co/5qVJTyFsLh,47,@cbsnews
147,0.774,2018-06-26 14:25:11+00:00,0.687,0.0,0.313,"""This is really the most significant legal test of the Trump presidency,"" @JanCBS reports on the Supreme Court's de… https://t.co/sFoiBhsgHL",48,@cbsnews
148,0.0,2018-06-26 14:21:15+00:00,0.735,0.132,0.132,JUST IN: The Supreme Court has sided with President Trump on his travel ban on immigrants entering the U.S. from so… https://t.co/7tSXKCjz1P,49,@cbsnews
149,0.103,2018-06-26 14:16:05+00:00,0.849,0.066,0.085,"Hard numbers:
▪️ 813: The population of China’s cities has quintupled since 1908 — reaching 813M people today
▪️ 43… https://t.co/1n6sSGGLBQ",50,@cbsnews
150,-0.562,2018-06-26 14:14:51+00:00,0.751,0.249,0.0,"WARNING: Rattlesnakes could be lurking in your pool noodles, Arizona officials caution all pool owners… https://t.co/Q44HsDXRxz",51,@cbsnews
151,0.0,2018-06-26 14:10:26+00:00,1.0,0.0,0.0,Turkish President Erdogan now has sweeping new executive powers entering his second term. Opponents slammed the win… https://t.co/t4BPoau3ni,52,@cbsnews
152,0.572,2018-06-26 14:03:09+00:00,0.85,0.0,0.15,"Derek Jeter turns 44 today. But for baseball fans, he doesn’t look a day over 2.  Happy birthday to the Yankee grea… https://t.co/gxQy68LvHD",53,@cbsnews
153,-0.026,2018-06-26 13:45:33+00:00,0.773,0.116,0.111,President Trump is denying that his trade policy is responsible for Harley-Davidson's decision to shift some motorc… https://t.co/x5LXQJhVo7,54,@cbsnews
154,0.318,2018-06-26 13:30:33+00:00,0.905,0.0,0.095,The price of Jack Daniel's Tennessee Whiskey will increase in the EU because of the impact of the bloc's new 25% ta… https://t.co/5wU0DN6JTC,55,@cbsnews
155,-0.526,2018-06-26 13:14:55+00:00,0.848,0.152,0.0,"The U.S. is now ranked among the 10 nations considered to be the most dangerous for women, experts say:… https://t.co/ak9YIrGWg7",56,@cbsnews
156,-0.67,2018-06-26 13:04:25+00:00,0.836,0.164,0.0,RT @CBSThisMorning: The suicide rate is on the rise in this country. This month's deaths of designer Kate Spade and chef Anthony Bourdain g…,57,@cbsnews
157,-0.34,2018-06-26 13:00:27+00:00,0.833,0.167,0.0,"WATCH: A flamethrower drone shoots fire to remove debris on a power line 🔥
https://t.co/loneunGMks https://t.co/SGWE2JiqOc",58,@cbsnews
158,0.348,2018-06-26 12:40:37+00:00,0.721,0.109,0.17,Republicans are so far at a loss on how to find a legislative fix to the country's outstanding immigration problems… https://t.co/SKErUqdvlc,59,@cbsnews
159,0.586,2018-06-26 12:29:29+00:00,0.682,0.073,0.245,Doctors using the polio virus to treat aggressive brain tumors called glioblastomas report promising results. Of 61… https://t.co/pOHmWTuPio,60,@cbsnews
160,0.0,2018-06-26 12:20:02+00:00,1.0,0.0,0.0,"WATCH: A squirrel stole a donut from a cop in Anchorage and the heist was caught on camera. ""That's a straight-up f… https://t.co/ifLKmjDsxn",61,@cbsnews
161,0.0,2018-06-26 12:17:30+00:00,1.0,0.0,0.0,Prince William is in Israel on Tuesday morning for the first official visit by British royalty: https://t.co/KEvQJnrkuF,62,@cbsnews
162,0.153,2018-06-26 12:15:36+00:00,0.696,0.117,0.187,A 17-year-old made a stunning escape from a plane crash in Detroit. Dramatic video shows the teen rolling out of th… https://t.co/6aK0Kr105I,63,@cbsnews
163,-0.44,2018-06-26 12:12:49+00:00,0.843,0.157,0.0,"When Sarah Sanders was asked to leave the Red Hen in Lexington, Va., it led to trouble for other restaurants with t… https://t.co/UPETDTadSv",64,@cbsnews
164,0.0,2018-06-26 12:09:35+00:00,1.0,0.0,0.0,.@CBSEveningNews’ @JeffGlor spoke with a group of voters in California to discuss the increasingly heated rhetoric… https://t.co/Ip8MdswQdU,65,@cbsnews
165,0.494,2018-06-26 12:00:02+00:00,0.833,0.0,0.167,Firefighters lend a hand -- and hose -- to family filling pool on hot summer day https://t.co/nCNBZ4yFda https://t.co/h0269UUJ3P,66,@cbsnews
166,-0.526,2018-06-26 11:46:23+00:00,0.861,0.139,0.0,"RT @CBSThisMorning: ➡️ A new Thomson Reuters survey reveals India is the world's most dangerous country for women

➡️  New study shows babi…",67,@cbsnews
167,0.202,2018-06-26 11:44:49+00:00,0.859,0.0,0.141,Two paint manufacturers that want to wipe out potentially hundreds of millions of dollars in legal obligations coul… https://t.co/BpkYWg21IS,68,@cbsnews
168,-0.382,2018-06-26 11:40:14+00:00,0.867,0.133,0.0,The fight between the two Republicans is the most closely watched race in New York's congressional primaries:… https://t.co/gzdBpOCT9I,69,@cbsnews
169,-0.67,2018-06-26 11:36:43+00:00,0.791,0.209,0.0,Los Angeles sheriffs confirm a second shooting at Malibu Creek State Park where Tristan Beaudette was killed early… https://t.co/duH0fbKNmH,70,@cbsnews
170,-0.796,2018-06-26 11:19:34+00:00,0.693,0.307,0.0,A 14-year-old boy from Texas was killed Monday during severe weather when a tree fell at a By Scout camp… https://t.co/Imh16NtZEV,71,@cbsnews
171,-0.382,2018-06-26 11:18:34+00:00,0.874,0.126,0.0,"A rising trade fight between the U.S. and its economic allies led to big selloffs on Wall Street. Harley-Davidson,… https://t.co/IElVv79Un5",72,@cbsnews
172,-0.557,2018-06-26 11:13:32+00:00,0.796,0.204,0.0,President Trump is warning one of his loudest critics in Congress who says his Cabinet members should be confronted… https://t.co/66oApkC6Kf,73,@cbsnews
173,0.0,2018-06-26 11:09:38+00:00,1.0,0.0,0.0,We're learning new details about the daily lives of the more than 300 teens being held in government centers at the… https://t.co/p1dzydiCWJ,74,@cbsnews
174,-0.44,2018-06-26 11:06:21+00:00,0.861,0.139,0.0,President Trump is ramping up his attacks on undocumented immigrants and lashing out at political opponents. The pr… https://t.co/Pz4UEisKHR,75,@cbsnews
175,-0.66,2018-06-26 11:00:14+00:00,0.761,0.239,0.0,"Farmers in America are killing themselves in staggering numbers, according to the CDC: https://t.co/aDrVIKGMYz https://t.co/cjVfDUG3yf",76,@cbsnews
176,0.0,2018-06-26 10:50:16+00:00,1.0,0.0,0.0,RT @CBSThisMorning: WATCH: Take a look at what's coming up on @CBSThisMorning. https://t.co/jq8S0JQbZl,77,@cbsnews
177,0.402,2018-06-26 10:39:30+00:00,0.803,0.0,0.197,"Former President George H.W. Bush welcomes service dog, named ""Sully"" https://t.co/FeO6qnbuqd https://t.co/lyhJwm7JiK",78,@cbsnews
178,0.0,2018-06-26 10:29:38+00:00,1.0,0.0,0.0,"AHEAD: @CBSThisMorning takes a closer look at a border shelter facility described as ""a strict and structured camp.… https://t.co/5KVv6iLrNu",79,@cbsnews
179,-0.67,2018-06-26 10:25:01+00:00,0.824,0.176,0.0,There were more than twice as many suicide deaths in the U.S. as there were homicide deaths in 2016. Ahead on… https://t.co/2N2ZesNsK0,80,@cbsnews
180,-0.832,2018-06-26 10:19:50+00:00,0.659,0.341,0.0,"Police say a knife-wielding man slashed and killed an officer in a local police station, took the man's gun and fat… https://t.co/cgKbRgBrvs",81,@cbsnews
181,-0.296,2018-06-26 10:03:03+00:00,0.879,0.121,0.0,White House press secretary Sarah Sanders is receiving backlash for posting a complaint about a restaurant on Twitt… https://t.co/0GkDtDDQDt,82,@cbsnews
182,-0.511,2018-06-26 09:48:03+00:00,0.769,0.231,0.0,Outcry after woman calls police on little girl selling water https://t.co/0E7Vi3IRxz https://t.co/gJqMYsCTYs,83,@cbsnews
183,0.0,2018-06-26 09:33:03+00:00,1.0,0.0,0.0,Backyard chickens rule the roost in Silicon Valley https://t.co/KUXTySHKD9 https://t.co/sOx0PNdSbf,84,@cbsnews
184,0.273,2018-06-26 09:18:04+00:00,0.851,0.0,0.149,Trump supporter defends administration for separating children from parents at border https://t.co/81cqXNy0Vj https://t.co/X2qlZtF8Mb,85,@cbsnews
185,-0.751,2018-06-26 09:03:05+00:00,0.519,0.481,0.0,Tech workers protest government ties as migrant conflict rages https://t.co/iAbGjCMwhL https://t.co/ftmALj6Peg,86,@cbsnews
186,-0.023,2018-06-26 08:48:04+00:00,0.539,0.233,0.228,GOP Senate candidate says Civil War wasn't about slavery https://t.co/piGOeqalOJ https://t.co/0gCCQjymWM,87,@cbsnews
187,0.0,2018-06-26 08:33:03+00:00,1.0,0.0,0.0,Asylum applicant seeks news of separated 3-year-old granddaughter https://t.co/f97aBQ06z0 https://t.co/l7q7hPnNNW,88,@cbsnews
188,-0.778,2018-06-26 08:18:06+00:00,0.638,0.362,0.0,"Factory workers lose jobs as steel tariffs put business in ""crisis mode"" https://t.co/6YY8SVhIqD https://t.co/Hktfw3ojeF",89,@cbsnews
189,0.402,2018-06-26 08:03:05+00:00,0.722,0.0,0.278,Brigitte Nielsen welcomes daughter at 54 https://t.co/hCQR6liw9d https://t.co/GfwJqwOYq9,90,@cbsnews
190,-0.67,2018-06-26 07:48:03+00:00,0.727,0.273,0.0,Scientist killed while camping with daughters at Malibu Creek State Park https://t.co/EsMyx1BgDf https://t.co/ELZXUIY5Yp,91,@cbsnews
191,-0.026,2018-06-26 07:33:04+00:00,0.71,0.148,0.142,Cop helping evacuees loses home as thousands flee massive California wildfire https://t.co/HNRuMqj8fB https://t.co/KNGDiEXudL,92,@cbsnews
192,-0.226,2018-06-26 07:18:04+00:00,0.791,0.209,0.0,"Rattlesnakes could be lurking in your pool noodles, Arizona officials warn https://t.co/jYiKZig4Xy https://t.co/eAgAd9c38h",93,@cbsnews
193,0.0,2018-06-26 07:03:04+00:00,1.0,0.0,0.0,Teen was 42nd child to flee network of migrant shelters along border since October https://t.co/e6nGv8zKG2 https://t.co/DvvYWJIW6X,94,@cbsnews
194,0.0,2018-06-26 06:48:04+00:00,1.0,0.0,0.0,"Jimmy Fallon takes action after Donald Trump tells him to ""be a man"" over hair-tousling https://t.co/PGijIhlwOu https://t.co/4O3iNqWXww",95,@cbsnews
195,-0.382,2018-06-26 06:33:03+00:00,0.794,0.206,0.0,Kids overdosing on meds meant to fight opioid addiction https://t.co/nnBYJXNjB2 https://t.co/yG2Ce7XxAR,96,@cbsnews
196,-0.026,2018-06-26 06:18:04+00:00,0.571,0.217,0.211,English bulldog named Zsa Zsa wins World's Ugliest Dog title https://t.co/AY9ykZzYtu https://t.co/Dlvkr06fPB,97,@cbsnews
197,-0.832,2018-06-26 06:03:03+00:00,0.443,0.557,0.0,Suspect arrested in fatal shooting of California firefighter https://t.co/q14rioEpsf https://t.co/loSM5CtCx6,98,@cbsnews
198,0.052,2018-06-26 05:48:04+00:00,0.755,0.118,0.127,"""A teacher to the end"" makes final request for her funeral as a way to help students https://t.co/aPJS1ypRm7 https://t.co/9fBiFV6EgW",99,@cbsnews
199,0.0,2018-06-26 05:33:03+00:00,1.0,0.0,0.0,Voters weigh in on Sarah Sanders' restaurant controversy https://t.co/XY48YfUw2Y https://t.co/R5W0iQsUDl,100,@cbsnews
200,0.475,2018-06-27 00:00:23+00:00,0.829,0.0,0.171,Aston Martin has unveiled the most powerful regular production car the company has ever offered… https://t.co/1dSgNbOo1Z,1,@cnn
201,0.0,2018-06-26 23:45:04+00:00,1.0,0.0,0.0,The leader of NOAA says climate study remains the agency's priority following reports that it was considering a dra… https://t.co/yBuhmt3HDM,2,@cnn
202,0.382,2018-06-26 23:30:38+00:00,0.746,0.097,0.157,"RT @OutFrontCNN: When it comes to defending religious freedom, “I will fight [Trump] in every single way possible,” Democratic Sen. Cory Bo…",3,@cnn
203,0.0,2018-06-26 23:30:07+00:00,1.0,0.0,0.0,White House press secretary Sarah Sanders is expected to receive Secret Service protection. The move comes after sh… https://t.co/ADrjgwrp2k,4,@cnn
204,0.612,2018-06-26 23:15:53+00:00,0.715,0.0,0.285,Uber wins the right to keep operating in London https://t.co/DfiaLiHddx https://t.co/29ZDsRkw0n,5,@cnn
205,-0.057,2018-06-26 23:04:36+00:00,0.925,0.075,0.0,"Democrats are wary of public shaming: ""I don't want red restaurants and blue restaurants""
https://t.co/qUe5XP5M1r https://t.co/OuDAAstdCG",6,@cnn
206,-0.318,2018-06-26 22:53:26+00:00,0.867,0.133,0.0,"North Korea's on Trump's travel ban list, but that's not likely to disrupt diplomacy https://t.co/Nb8COVHdAw https://t.co/QeNX4pW1ky",7,@cnn
207,-0.361,2018-06-26 22:41:11+00:00,0.889,0.111,0.0,Congressional Budget Office projects federal debt could rise to a historic 152% of GDP by 2048 -- the highest in US… https://t.co/MbvO5UpYtD,8,@cnn
208,-0.226,2018-06-26 22:29:04+00:00,0.888,0.112,0.0,"""What happened to us should never happen again"": Japanese-American protesters weigh in on travel ruling… https://t.co/2mArXDNfQO",9,@cnn
209,0.0,2018-06-26 22:17:24+00:00,1.0,0.0,0.0,"A large streak of ""blue"" was found on the Mars 
https://t.co/O73TiS0GA2 https://t.co/7TKMLBCRar",10,@cnn
210,0.922,2018-06-26 22:05:54+00:00,0.515,0.0,0.485,"President Trump awarded a posthumous Medal of Honor to a member of the greatest generation, then-1st Lt. Garlin Mur… https://t.co/nmpFBn7ikn",11,@cnn
211,-0.772,2018-06-26 21:53:53+00:00,0.675,0.325,0.0,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/FRQJ8bL7Py",12,@cnn
212,-0.557,2018-06-26 21:41:34+00:00,0.816,0.184,0.0,"If you're coming to the US, this is how the travel ban could affect you https://t.co/htB3U0iPEB https://t.co/UeCDHS8p2o",13,@cnn
213,0.0,2018-06-26 21:29:10+00:00,1.0,0.0,0.0,Melania Trump is set for a second trip to immigration facilities https://t.co/4wD0DVYMeS https://t.co/52W3JY322t,14,@cnn
214,-0.802,2018-06-26 21:17:25+00:00,0.675,0.325,0.0,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/4AEKCwDNLT",15,@cnn
215,-0.557,2018-06-26 21:06:17+00:00,0.847,0.153,0.0,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/Z306TrKnbk,16,@cnn
216,0.077,2018-06-26 20:55:01+00:00,0.681,0.152,0.168,Mitt Romney is running for Senate as a friend and foe of President Trump https://t.co/5dDiCsmJ6B https://t.co/I7Z2Bp5BHp,17,@cnn
217,0.0,2018-06-26 20:44:24+00:00,1.0,0.0,0.0,Russian pop star at the center of the 2016 Trump Tower meeting story trolls the US https://t.co/VrQcOBhiB1 https://t.co/VmThxs64aY,18,@cnn
218,0.103,2018-06-26 20:33:14+00:00,0.595,0.19,0.214,Supreme Court finally rejects the infamous Korematsu decision on Japanese-American internment… https://t.co/BbMKE9ZYFL,19,@cnn
219,-0.822,2018-06-26 20:21:56+00:00,0.631,0.369,0.0,"Leaking bourbon from a Kentucky distillery accident killed hundreds of fish, the state says
https://t.co/OqTcPcAdN7 https://t.co/nMqMPg1LaQ",20,@cnn
220,0.827,2018-06-26 20:11:07+00:00,0.492,0.12,0.388,"President Trump awarded a posthumous Medal of Honor to World War II hero Garlin Murl Conner, believed to be the sec… https://t.co/KPCKlNUyNs",21,@cnn
221,0.0,2018-06-26 20:10:54+00:00,1.0,0.0,0.0,Voters across the US are heading to the polls for Tuesday's primaries. Here's what you need to know.… https://t.co/vHzj9e6f0U,22,@cnn
222,0.0,2018-06-26 19:59:05+00:00,1.0,0.0,0.0,"The Trump administration expects all countries to reduce their Iranian oil imports to zero or face US sanctions, a… https://t.co/tfMehPVZcp",23,@cnn
223,0.836,2018-06-26 19:45:41+00:00,0.489,0.119,0.391,"President Trump is awarding a posthumous Medal of Honor to World War II hero Garlin Murl Conor, believed to be the… https://t.co/eeUlobai2U",24,@cnn
224,-0.273,2018-06-26 19:37:55+00:00,0.909,0.091,0.0,New York Gov. Andrew Cuomo announced that New York state and more than a dozen other states are suing the federal g… https://t.co/xbDDM7GtHR,25,@cnn
225,-0.557,2018-06-26 19:27:07+00:00,0.816,0.184,0.0,"If you're coming to the US, this is how the travel ban could affect you https://t.co/H4I8udOpa1 https://t.co/xGtNjwN2oU",26,@cnn
226,0.0,2018-06-26 19:15:45+00:00,0.735,0.132,0.132,"The first Muslim elected to Congress says the Supreme Court's decision to uphold the travel ban will end up in ""the… https://t.co/DKEMEx6j4F",27,@cnn
227,-0.757,2018-06-26 19:04:58+00:00,0.505,0.374,0.121,"""No ban, no wall!"" People chanted in front of the Supreme Court protesting the decision to uphold President Trump's… https://t.co/7JqboQMPYH",28,@cnn
228,-0.382,2018-06-26 18:52:28+00:00,0.505,0.313,0.182,Democrats are upset about the Supreme Court upholding the travel ban https://t.co/C6qseMpElZ https://t.co/jE4ywCSz7z,29,@cnn
229,0.572,2018-06-26 18:41:29+00:00,0.562,0.145,0.293,"President Donald Trump called Tuesday's Supreme Court ruling on the travel ban ""a tremendous success, a tremendous… https://t.co/qWIco2jrZy",30,@cnn
230,-0.802,2018-06-26 18:30:20+00:00,0.675,0.325,0.0,"After finding a gun in a sofa at IKEA, a child fired the loaded weapon in the store, prompting an investigation of… https://t.co/zjez8m4krp",31,@cnn
231,-0.557,2018-06-26 18:15:15+00:00,0.753,0.247,0.0,Americans have been split on Trump's travel ban for a while https://t.co/uUyWT6nkVc https://t.co/S3BExJGO0Q,32,@cnn
232,-0.494,2018-06-26 18:01:17+00:00,0.802,0.198,0.0,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/umd2PebaPQ https://t.co/syzJfUEqY2",33,@cnn
233,0.612,2018-06-26 17:47:07+00:00,0.715,0.0,0.285,Uber wins the right to keep operating in London https://t.co/dX6bTREYEK https://t.co/39UFufLznl,34,@cnn
234,0.0,2018-06-26 17:35:56+00:00,1.0,0.0,0.0,"Nearly 2 years ago, millions of people witnessed the last moments of Philando Castile’s life after he was shot by p… https://t.co/eUGQy52oZG",35,@cnn
235,0.572,2018-06-26 17:23:34+00:00,0.579,0.139,0.282,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/fLWA1fwl7J",36,@cnn
236,0.572,2018-06-26 17:23:15+00:00,0.579,0.139,0.282,"President Trump on the Supreme Court's travel ban ruling: ""A tremendous success, a tremendous victory for the Ameri… https://t.co/2SEhkmC4u4",37,@cnn
237,0.0,2018-06-26 17:16:40+00:00,1.0,0.0,0.0,World's most expensive cities for expats in 2018 revealed https://t.co/933Zq73U4h https://t.co/5JYj57rI9f,38,@cnn
238,0.402,2018-06-26 17:05:34+00:00,0.602,0.145,0.253,5 takeaways from the Supreme Court's monumental ruling in support of Trump's travel ban | Analysis by Chris Cillizz… https://t.co/bZPjTROCoe,39,@cnn
239,0.557,2018-06-26 16:54:17+00:00,0.825,0.0,0.175,The Supreme Court sided Tuesday with faith-based pregnancy centers in California in a case that pitted abortion rig… https://t.co/rT5cDxl0gx,40,@cnn
240,0.0,2018-06-26 16:51:27+00:00,1.0,0.0,0.0,The 55 most over-the-top lines from Donald Trump's South Carolina speech | Analysis by Chris Cillizza… https://t.co/SAkA6HJ7jt,41,@cnn
241,0.0,2018-06-26 16:36:45+00:00,1.0,0.0,0.0,Steel tariffs could force the US's largest nail manufacturer to close or move to Mexico https://t.co/OmIb7p5XRa,42,@cnn
242,-0.474,2018-06-26 16:26:18+00:00,0.769,0.158,0.073,Five teenagers who taunted a drowning man as they recorded his death in Florida will not face charges because by la… https://t.co/romMLKcPBb,43,@cnn
243,-0.68,2018-06-26 16:15:07+00:00,0.504,0.367,0.13,"Protesters are chanting ""No ban, no wall!"" outside the Supreme Court following the decision to uphold President Tru… https://t.co/WVkLflHiiP",44,@cnn
244,-0.557,2018-06-26 16:05:06+00:00,0.816,0.184,0.0,"President Trump calls travel ban ruling ""a tremendous victory for the American People and the Constitution""… https://t.co/knAhrK7MU5",45,@cnn
245,-0.557,2018-06-26 15:55:00+00:00,0.847,0.153,0.0,Rep. Keith Ellison reacts to the travel ban ruling: “As long as [Trump] puts a very thin veneer of national securit… https://t.co/YxZVrTfThl,46,@cnn
246,-0.494,2018-06-26 15:51:02+00:00,0.802,0.198,0.0,"Cocaine and heroin supplies hit record highs globally, according to new report https://t.co/1cJr92jnZp https://t.co/ZdLcIoyCQI",47,@cnn
247,0.103,2018-06-26 15:38:32+00:00,0.931,0.0,0.069,"House Speaker Paul Ryan called on Rep. Maxine Waters to apologize for urging opponents of Trump administration to ""… https://t.co/r6DsDfHnG9",48,@cnn
248,-0.71,2018-06-26 15:27:08+00:00,0.731,0.269,0.0,"The Trump travel ban restricts entry from the following countries to varying degrees:
• Iran
• North Korea
• Syria… https://t.co/CwD0dTqgAS",49,@cnn
249,-0.932,2018-06-26 15:26:17+00:00,0.43,0.52,0.051,JUST IN: Sudan overturns death sentence for teen who killed her rapist husband https://t.co/LRWoxOdggA https://t.co/AtwcWmQgvE,50,@cnn
250,0.7,2018-06-26 15:14:41+00:00,0.756,0.0,0.244,"""We need to reclaim our values... We're a good nation, we're a good people. And we should be setting a standard on… https://t.co/14zHoRUeBD",51,@cnn
251,0.0,2018-06-26 15:00:04+00:00,0.604,0.198,0.198,Read the Supreme Court's 5-4 ruling upholding the President's travel ban https://t.co/Xpe22vGafU https://t.co/AhKuYVzbJs,52,@cnn
252,-0.052,2018-06-26 14:45:11+00:00,0.667,0.171,0.162,Three key quotes from Chief Justice John Roberts' majority opinion from the travel ban ruling https://t.co/4zhSgEv1IP,53,@cnn
253,-0.71,2018-06-26 14:43:46+00:00,0.763,0.237,0.0,"This is the third version of the travel ban, which restricts entry from seven countries to varying degrees: Iran, N… https://t.co/8iilYFqARn",54,@cnn
254,0.361,2018-06-26 14:35:06+00:00,0.878,0.0,0.122,Philippine President Rodrigo Duterte promised to mend fences with the Catholic Church in the wake of scathing comme… https://t.co/ostSSY0ytk,55,@cnn
255,0.0,2018-06-26 14:21:53+00:00,0.556,0.222,0.222,BREAKING: The Supreme Court has upheld President Trump's travel ban https://t.co/ZuB2RN6ker,56,@cnn
256,0.0,2018-06-26 14:14:45+00:00,1.0,0.0,0.0,President Trump vs. Harley-Davidson: What's really going on? https://t.co/gZVzLq7079,57,@cnn
257,-0.586,2018-06-26 14:04:12+00:00,0.745,0.255,0.0,"Tesla is trying out an aggressive ""Mad Max"" driving mode in its prototype autopilot feature https://t.co/LgSrIqlmLB",58,@cnn
258,-0.772,2018-06-26 13:54:05+00:00,0.675,0.325,0.0,"At least 19 people were shot Monday in Chicago, where police for months have touted declining gun violence https://t.co/gX9hFCjE9E",59,@cnn
259,0.572,2018-06-26 13:40:58+00:00,0.793,0.0,0.207,Sarah Sanders effectively threw her hands up when asked how the Trump administration was going to solve the crisis… https://t.co/5TkabIuVdD,60,@cnn
260,0.296,2018-06-26 13:30:00+00:00,0.879,0.0,0.121,CNN's Jim Acosta faced both heckling and supportive statements while covering a rally for incumbent South Carolina… https://t.co/H00a7C7rM5,61,@cnn
261,-0.557,2018-06-26 13:29:08+00:00,0.847,0.153,0.0,Uber's Middle East rival is recruiting Saudi women to take the wheel after a female driving ban was lifted on Sunday https://t.co/qcFdfzWkg1,62,@cnn
262,0.0,2018-06-26 13:16:55+00:00,1.0,0.0,0.0,Voters across the US are heading to the polls for Tuesday's primaries. Here's what you need to know.… https://t.co/d9kX6wiJt8,63,@cnn
263,-0.625,2018-06-26 13:05:01+00:00,0.788,0.212,0.0,"As of Tuesday morning, General Electric is no longer in the Dow. Meet the new kid on the block: Walgreens https://t.co/rWaNEgF3ut",64,@cnn
264,0.0,2018-06-26 12:53:22+00:00,1.0,0.0,0.0,"Hunted and stigmatized, some albinos in Malawi will vie for seats in elections next year https://t.co/JLww4uKKRm https://t.co/RfnhwPLb9q",65,@cnn
265,-0.71,2018-06-26 12:42:31+00:00,0.564,0.344,0.092,"President Trump's trade battles could escalate into a global disaster, UK Treasury chief says https://t.co/EFAphb7X9O",66,@cnn
266,-0.34,2018-06-26 12:31:18+00:00,0.87,0.13,0.0,A bipartisan report is warning American institutions about future meddling in the US democratic system following th… https://t.co/PKnXXBpNwZ,67,@cnn
267,-0.077,2018-06-26 12:20:12+00:00,0.929,0.071,0.0,"Prince William's $5,500-a-night hotel suite in Jerusalem provided him with tea and silver tea strainers specially f… https://t.co/T7t5yULuRy",68,@cnn
268,0.0,2018-06-26 12:16:35+00:00,1.0,0.0,0.0,RT @cnni: The 2018 #WorldCup is in full swing. Do you have questions about how the tournament is going so far? CNN's @alexthomascnn is with…,69,@cnn
269,0.0,2018-06-26 12:08:30+00:00,1.0,0.0,0.0,"Japan's Princess Ayako announced she's marrying a non-royal, a move that will force her to renounce her royal statu… https://t.co/XUIBEItTjw",70,@cnn
270,0.0,2018-06-26 11:57:20+00:00,1.0,0.0,0.0,"Catholic Church suspends priest who rapped sermons, saying ""the use of rap music is not allowed in preaching""… https://t.co/6xjDJT2kWi",71,@cnn
271,0.477,2018-06-26 11:43:56+00:00,0.853,0.0,0.147,An engineered version of poliovirus improved the overall survival rate of patients with a lethal form of brain canc… https://t.co/y7BqZb2m7P,72,@cnn
272,0.422,2018-06-26 11:39:19+00:00,0.787,0.065,0.148,"General Electric is spinning off its health care business, shrinking itself even further to pay down a mountain of… https://t.co/kzCqlCiSIA",73,@cnn
273,0.0,2018-06-26 11:26:27+00:00,1.0,0.0,0.0,Australia is spending billions on unmanned spy drones https://t.co/Du5chZ0Srd https://t.co/w4lYS8ZhsG,74,@cnn
274,0.0,2018-06-26 11:16:12+00:00,1.0,0.0,0.0,Could pills soon replace insulin shots for diabetes patients? Here's a look at the latest research:… https://t.co/dDI966dPHT,75,@cnn
275,-0.459,2018-06-26 11:07:43+00:00,0.857,0.143,0.0,"To defeat Trump in 2020, Democrats will need:
•Exciting candidates and big ideas
•First-rate ground game
•Strong fu… https://t.co/6dE1D6sdMX",76,@cnn
276,0.0,2018-06-26 10:59:24+00:00,1.0,0.0,0.0,This 13th century illustration of a cockatoo suggests that trade off the coast of Australia was occurring much earl… https://t.co/BSelSiAB7J,77,@cnn
277,-0.459,2018-06-26 10:49:37+00:00,0.87,0.13,0.0,A Latino man and his mother who were doing yard work in California were verbally attacked by a woman who called the… https://t.co/Xxc2zjFr93,78,@cnn
